Tool,DOI,Programming_Language,Details,Source,License,Underlying_algorithms,Underlying_assumptions,Strengths_weaknesses,Overall_performance,OxfordNanopore,PacBio,tenxGenomics,BionanoGenomics,HiC,fast5FileProcessing,Basecalling,LongReadOverlapping,DenovoAssembly,Alignment,Scaffolding,GeneratingConsensusSequence,ErrorCorrectionAndPolishing,EvaluatingExisitingMethods,IsoformDetection,BaseModificationDetection,QualityChecking,SNPAndVariantAnalysis,Visualisation,ReadQuantification,SuitableForSingleCellExperiments,TestedOnHumanData,TestedOnNonHumanData,Normalisation,ProvideSummaryStatistics,QualityTrimming,AvailablityOfTestData,Transcriptomics,GapFilling,AnalysisPipelines,Simulators,QualityFiltering,Demultiplexing,Metagenomics,TaxonomicClassification,polyALengthEstimation,RNAStructure,FusionDetection,CoexpressionAnalysis,DataStructures,cfDNActDNA
CHEUI,10.1101/2022.03.14.484124;10.1038/s41467-024-47953-7,,Identification of m6A and m5C RNA modifications at single-molecule resolution from Nanopore sequencing ,https://github.com/comprna/CHEUI-public,Academic Public License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Chiron,10.1093/gigascience/giy037,Python,A deep learning CNN+RNN+CTC structure to establish end-to-end base calling. Built with tensorflow and python 2.7.,https://github.com/haotianteng/Chiron,Mozilla Public License Version 2.0,,,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chopper,10.1101/2022.11.28.518232,Rust,filters and trims a fastq file,https://github.com/wdecoster/chopper,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Circlator,10.1186/s13059-015-0849-0,Python,Circularizes genome assemblies,https://github.com/sangerpathogens/circlator,GNU General Public License v3.0,,,,,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Circuit-seq,10.1101/2022.01.25.477550,"Jupyter Notebook, Python, Nextflow, R, Dockerfile, Shell",Circular reconstruction of cut in vitro transposed plasmids using Nanopore sequencing ,https://github.com/mckennalab/Circuitseq,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clair,10.1038/s42256-020-0167-4,Python,"Deep neural network based variant caller, the successor of Clairvoyante",https://github.com/HKU-BAL/Clair,"BSD 3-Clause ""New"" or ""Revised"" License",,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clairvoyante,10.1038/s41467-019-09025-z,Python,a multi-task convolutional deep neural network for variant calling in Single Molecule Sequencing,https://github.com/aquaskyline/Clairvoyante,"BSD 3-Clause ""New"" or ""Revised"" License",,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cobbler,10.21105/joss.00116,"Perl, Shell",Gap-filling with long sequences,https://github.com/bcgsc/RAILS,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cogent,10.1038/s41592-022-01432-3,Python,Reconstruct the coding genome using high-quality full-length transcriptome sequences,https://github.com/Magdoll/Cogent,BSD 3-Clause Clear License,,,,,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CoLoRd,10.1101/2021.07.17.452767,"C++, C",A versatile compressor of third generation sequencing reads,https://github.com/refresh-bio/CoLoRd,GNU General Public License v3.0,,,order of magnitude reduction in fastq size compared to gzip. Works best for highly accurate long reads,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CoLoRMap,10.1093/bioinformatics/btw463,"C++, C",Error correction of long reads by mapping short reads,https://github.com/sfu-compbio/colormap,GNU General Public License v3.0,"For each long read, it finds a set of aligned overlapping short reads whose total edit distance to the long read is minimum. This is done by finding the shortest path in a graph that represents the alignments of short reads onto the long read as well as their overlaps.",,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CONSENT,10.1101/546630;10.1038/s41598-020-80757-5,C++,sCalable self-cOrrectioN of long reads with multiple SEquence alignmeNT,https://github.com/morispi/CONSENT,GNU Affero General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cramino,10.1101/2022.11.28.518232,Rust,"quick quality assessment of cram and bam files, intended for long read sequencing",https://github.com/wdecoster/cramino,MIT License,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CrossStitch,10.1038/s41586-022-05325-5,"Java, Shell",CrossStitch creates personalised reference-quality diploid genomes without denovo assembly,https://github.com/schatzlab/crossstitch,,,,,,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CRuMPIT,10.1186/s12864-018-5094-y,Python,workflow for the analysis of metagenomic nanopore sequencing,https://gitlab.com/ModernisingMedicalMicrobiology/CRuMPIT,MIT License,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
CulebrONT,10.1101/2021.07.19.452922;10.24072/pci.genomics.100018,"Python, Snakemake","A snakemake pipeline, able to launch multiple assembly tools in parallel ",https://github.com/SouthGreenPlatform/culebrONT,GNU General Public License v3.0,,,,Provide support to choose the best possible assembly,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cuteSV,10.1186/s13059-020-02107-y;10.1007/978-1-0716-2293-3_9,Python,"A sensitive, fast and scalable long-read-based SV detection approach",https://github.com/tjiangHIT/cuteSV,MIT License,cuteSV uses tailored methods to collect the signatures of various types of SVs and employs a clustering-and-refinement method to analyze the signatures to implement sensitive SV detection.,,,Benchmarks on real Pacific Biosciences (PacBio) and Oxford Nanopore Technology (ONT) datasets demonstrate that cuteSV has better yields and scalability than state-of-the-art tools.,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cwDTW,10.1093/bioinformatics/bty555,"C, C++",Alignment of nanopore reads using continuous wavelet dynamic time warping,https://github.com/realbigws/cwDTW,GNU General Public License v3.0,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D-GENIES,10.7717/peerj.4958,Python,An online tool designed to compare two genomes. It supports large genome and you can interact with the dot plot to improve the visualisation,http://dgenies.toulouse.inra.fr,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D-NAscent,10.1038/s41592-019-0394-y,,Detect BrdU incorporation in nanopore reads,Not Available,,HMM,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
daccord,10.1101/106252;10.1101/145474,C++,Non hybrid error correction for long reads,https://github.com/gt1/daccord,GNU General Public License v3.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DALIGNER,10.1007/978-3-662-44753-6_5,C,Utilizes efficient k-mer matching to detect long-read overlaps and must rely heavily on filtering repetitive k-mers for efficiency as all k-mers in all reads are considered.,https://github.com/thegenemyers/DALIGNER,,,,,,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DAMAPPER,,C,Long read to reference genome mapping tool,https://github.com/thegenemyers/DAMAPPER,,,15% average error rate and occational large drop out regions where the quality is exceedingly low,,,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
darwin,10.1145/3173162.3173193,C++,A co-processor for long read alignment,https://github.com/yatisht/darwin,MIT License,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
